id,TK,SeebeckuVK,kappaZT,Resist.400K,Seebeck400K,PfWK2m,ZT,kappaWmK,CellVolumeA3,FormulaUnitsperCell
360,1000,-119.305,8.46E-01,0.000942337,-62.4767,8.46E-04,0.242294205,3.48967,1035.51,16
361,300,-46.7607,9.07E-02,0.000817897,-56.5928,3.02E-04,0.009632278,9.41949,1035.51,16
362,400,-56.5928,1.57E-01,0.000817897,-56.5928,3.92E-04,0.022224564,7.04775,1035.51,16
363,700,-83.3032,4.29E-01,0.000817897,-56.5928,6.13E-04,0.092961144,4.61902,1035.51,16
364,1000,-108.464,8.20E-01,0.000817897,-56.5928,8.20E-04,0.231919011,3.53581,1035.51,16
365,300,-50.7871,8.63E-02,0.000995442,-60.6186,2.88E-04,0.00973701,8.86791,1035.51,16
366,400,-60.6186,1.48E-01,0.000995442,-60.6186,3.69E-04,0.02235983,6.6037,1035.51,16
367,700,-88.5677,3.93E-01,0.000995442,-60.6186,5.62E-04,0.100865679,3.89999,1035.51,16
368,1000,-114.967,7.43E-01,0.000995442,-60.6186,7.43E-04,0.242663763,3.06296,1035.51,16
369,300,-53.2639,6.44E-02,0.00143465,-65.5729,2.15E-04,0.00940658,6.84738,1035.51,16
370,400,-65.5729,1.20E-01,0.00143465,-65.5729,3.00E-04,0.023546412,5.09141,1035.51,16
371,700,-93.2129,3.52E-01,0.00143465,-65.5729,5.02E-04,0.108354634,3.24419,1035.51,16
372,1000,-117.444,6.61E-01,0.00143465,-65.5729,6.61E-04,0.262891577,2.51443,1035.51,16
373,300,-52.3343,2.86E-02,0.0027953,-64.0245,9.53E-05,0.008831211,3.23848,1035.51,16
374,400,-64.0245,5.87E-02,0.0027953,-64.0245,1.47E-04,0.022462541,2.61135,1035.51,16
375,700,-86.4,2.14E-01,0.0027953,-64.0245,3.06E-04,0.116776249,1.83597,1035.51,16
376,1000,-110.012,4.53E-01,0.0027953,-64.0245,4.53E-04,0.277913956,1.63073,1035.51,16
377,300,-390,5.91E-04,23.73,-50.67,1.97E-06,0.000314602,1.87927,222.73,4
378,400,140.3,2.05E-03,23.73,-50.67,5.13E-06,0.20,4.22,222.73,4
379,700,28.76,4.26E-02,23.73,-50.67,6.09E-05,0.20,4.22,222.73,4
380,1000,15.7,2.51E-02,23.73,-50.67,2.51E-05,0.20,4.22,222.73,4
381,300,395,2.98E-02,23.73,-50.67,9.94E-05,0.016495189,1.807,222.73,4
382,400,304,4.99E-02,23.73,-50.67,1.25E-04,0.20,4.22,222.73,4
383,700,32.48,6.00E-02,23.73,-50.67,8.58E-05,0.20,4.22,222.73,4
384,1000,18.56,3.62E-02,23.73,-50.67,3.62E-05,0.20,4.22,222.73,4
385,300,330,4.72E-02,23.73,-50.67,1.57E-04,0.026234732,1.8,222.73,4
386,400,243.5,7.02E-02,23.73,-50.67,1.75E-04,0.20,4.22,222.73,4
387,700,28.76,5.28E-02,23.73,-50.67,7.54E-05,0.20,4.22,222.73,4
388,1000,17.6,3.38E-02,23.73,-50.67,3.38E-05,0.20,4.22,222.73,4
389,300,214.7,8.67E-02,23.73,-50.67,2.89E-04,0.048140749,1.8,222.95,4
390,400,129,9.15E-02,23.73,-50.67,2.29E-04,0.20,4.22,222.95,4
391,700,25.04,4.62E-02,23.73,-50.67,6.60E-05,0.20,4.22,222.95,4
392,1000,14.8,2.63E-02,23.73,-50.67,2.63E-05,0.20,4.22,222.95,4
393,300,21.32,2.92E-02,23.73,-50.67,9.72E-05,0.00788839,3.69579,224.2,4
394,400,17.6,2.77E-02,23.73,-50.67,6.93E-05,0.20,4.22,224.2,4
395,700,10.17,1.45E-02,23.73,-50.67,2.07E-05,0.20,4.22,224.2,4
396,1000,5.52,5.10E-03,23.73,-50.67,5.10E-06,0.20,4.22,224.2,4
397,300,56.4516,4.69E-02,23.73,-50.67,1.56E-04,0.055801689,0.84,6058.93,8
398,400,68.7334,8.13E-02,23.73,-50.67,2.03E-04,0.096379224,0.844,6058.93,8
399,700,117.242,2.78E-01,23.73,-50.67,3.97E-04,0.340484029,0.816,6058.93,8
400,1000,164.143,5.88E-01,23.73,-50.67,5.88E-04,0.822909213,0.715,6058.93,8
401,300,110.866,1.75E-01,23.73,-50.67,5.83E-04,0.173267726,1.01,1610.64,9
402,400,146.015,3.29E-01,23.73,-50.67,8.23E-04,0.496100779,0.6638,1610.64,9
403,700,205.872,8.92E-01,23.73,-50.67,1.27E-03,1.286961011,0.6933,1610.64,9
404,300,126,1.22E-01,23.73,-50.67,4.06E-04,0.20,4.22,747,2
405,400,154,2.46E-01,23.73,-50.67,6.16E-04,0.20,4.22,747,2
406,700,166,5.94E-01,23.73,-50.67,8.48E-04,0.20,4.22,747,2
407,300,101,2.97E-01,23.73,-50.67,9.90E-04,0.15555838,1.91,756.81,2
408,400,127,5.76E-01,23.73,-50.67,1.44E-03,0.290927128,1.98,756.81,2
409,700,176,1.68E+00,23.73,-50.67,2.40E-03,0.812013631,2.07,756.81,2
410,300,87.2,2.55E-01,23.73,-50.67,8.51E-04,0.10643673,2.4,756.81,2
411,400,107,4.72E-01,23.73,-50.67,1.18E-03,0.198167011,2.38,756.81,2
412,700,158,1.63E+00,23.73,-50.67,2.33E-03,0.6558871,2.49,756.81,2
413,300,58.2,1.32E-01,23.73,-50.67,4.39E-04,0.085031756,1.55,762.5,2
414,400,75.7,2.74E-01,23.73,-50.67,6.85E-04,0.174640844,1.57,762.5,2
415,700,127,1.27E+00,23.73,-50.67,1.82E-03,0.748267895,1.703,762.5,2
416,300,279.207,5.25E-02,23.73,-50.67,1.75E-04,0.054916687,0.956,248.9,3
417,400,300.119,8.96E-02,23.73,-50.67,2.24E-04,0.224057186,0.3998,248.9,3
418,700,306.696,2.00E-01,23.73,-50.67,2.86E-04,0.974581824,0.2056,248.9,3
419,300,-132.097,1.02E-02,23.73,-50.67,3.41E-05,0.20,4.22,47.62,2
420,400,-135.054,1.45E-02,23.73,-50.67,3.61E-05,0.20,4.22,47.62,2
421,700,-180.753,5.54E-02,23.73,-50.67,7.92E-05,0.20,4.22,47.62,2
422,1000,-218.521,2.00E-01,23.73,-50.67,2.00E-04,0.20,4.22,47.62,2
423,300,-115.43,2.65E-02,23.73,-50.67,8.82E-05,0.20,4.22,47.62,2
424,400,-128.468,4.39E-02,23.73,-50.67,1.10E-04,0.20,4.22,47.62,2
425,700,-162.876,1.20E-01,23.73,-50.67,1.72E-04,0.20,4.22,47.62,2
426,1000,-204.677,3.83E-01,23.73,-50.67,3.83E-04,0.20,4.22,47.62,2
427,300,-113.952,3.78E-02,23.73,-50.67,1.26E-04,0.20,4.22,47.62,2
428,400,-123.495,5.91E-02,23.73,-50.67,1.48E-04,0.20,4.22,47.62,2
429,700,-154.543,1.51E-01,23.73,-50.67,2.15E-04,0.20,4.22,47.62,2
430,1000,-187.876,3.70E-01,23.73,-50.67,3.70E-04,0.20,4.22,47.62,2
431,300,-110.995,5.45E-02,23.73,-50.67,1.82E-04,0.20,4.22,47.62,2
432,400,-117.177,7.74E-02,23.73,-50.67,1.94E-04,0.20,4.22,47.62,2
433,700,-147.016,1.90E-01,23.73,-50.67,2.72E-04,0.20,4.22,47.62,2
434,1000,-175.78,4.00E-01,23.73,-50.67,4.00E-04,0.20,4.22,47.62,2
435,300,-144.866,2.94E-02,23.73,-50.67,9.81E-05,0.20,4.22,47.62,2
436,400,-149.839,4.18E-02,23.73,-50.67,1.05E-04,0.20,4.22,47.62,2
437,700,-177.527,9.98E-02,23.73,-50.67,1.43E-04,0.20,4.22,47.62,2
438,1000,-207.5,2.52E-01,23.73,-50.67,2.52E-04,0.20,4.22,47.62,2
439,300,-80.5607,7.56E-03,23.73,-50.67,2.52E-05,0.20,4.22,234.85,4
440,400,-73.8318,8.37E-03,23.73,-50.67,2.09E-05,0.20,4.22,234.85,4
441,700,-58.3178,7.10E-03,23.73,-50.67,1.02E-05,0.20,4.22,234.85,4
442,1000,-40.1869,4.54E-03,23.73,-50.67,4.54E-06,0.20,4.22,234.85,4
443,300,-110.28,2.37E-02,23.73,-50.67,7.90E-05,0.20,4.22,234.85,4
444,400,-105.047,2.91E-02,23.73,-50.67,7.27E-05,0.20,4.22,234.85,4
445,700,-88.5981,3.16E-02,23.73,-50.67,4.51E-05,0.20,4.22,234.85,4
446,1000,-74.3925,2.41E-02,23.73,-50.67,2.41E-05,0.20,4.22,234.85,4
447,300,69.4361,5.81E-04,23.73,-50.67,1.94E-06,0.000528343,1.1,219.13,4
448,300,-32.5663,3.33E-03,23.73,-50.67,1.11E-05,0.001753013,1.9,219.13,4
449,300,-357.564,1.34E-01,23.73,-50.67,4.48E-04,0.008282179,16.23,206.97,4
450,300,-133,5.05E-01,23.73,-50.67,1.68E-03,0.063333333,7.98,228.44,4
451,400,-136,6.33E-01,23.73,-50.67,1.58E-03,0.093139486,6.795,228.44,4
452,300,-95,3.09E-02,23.73,-50.67,1.03E-04,0.005134142,6.02,228.44,4
453,400,-130,9.73E-02,23.73,-50.67,2.43E-04,0.018352111,5.3,228.44,4
454,300,-113,6.41E-01,23.73,-50.67,2.14E-03,0.075362975,8.5,228.44,4
455,400,-137,1.20E+00,23.73,-50.67,3.01E-03,0.151338494,7.95,228.44,4
456,300,-92,3.29E-01,23.73,-50.67,1.10E-03,0.039441739,8.35,228.44,4
457,400,-109,6.03E-01,23.73,-50.67,1.51E-03,0.092641543,6.51,228.44,4
458,300,-119.188,3.47E-01,23.73,-50.67,1.16E-03,0.050251597,6.90444,210.86,4
459,400,-137.005,5.31E-01,23.73,-50.67,1.33E-03,0.066676394,7.9584,210.86,4
460,700,-168.074,9.74E-01,23.73,-50.67,1.39E-03,0.099979863,9.74108,210.86,4
461,1000,-177.53,1.22E+00,23.73,-50.67,1.22E-03,0.122572444,9.92664,210.86,4
462,300,-163.441,5.83E-01,23.73,-50.67,1.94E-03,0.084685557,6.88672,210.86,4
463,400,-185.373,8.43E-01,23.73,-50.67,2.11E-03,0.120287894,7.00955,210.86,4
464,700,-236.772,1.68E+00,23.73,-50.67,2.40E-03,0.232283937,7.2322,210.86,4
465,1000,-250.86,2.11E+00,23.73,-50.67,2.11E-03,0.27533795,7.6719,210.86,4
466,300,-130.766,4.62E-01,23.73,-50.67,1.54E-03,0.07963356,5.80227,210.86,4
467,400,-151.928,7.12E-01,23.73,-50.67,1.78E-03,0.122115456,5.83,210.86,4
468,700,-189.172,1.36E+00,23.73,-50.67,1.94E-03,0.218130295,6.23152,210.86,4
469,1000,-199.4,1.64E+00,23.73,-50.67,1.64E-03,0.242232068,6.77258,210.86,4
470,300,-8.13E+01,1.23E+00,23.73,-50.67,4.11E-03,0.20,4.22,195.59,6
471,400,-6.93E+01,1.24E+00,23.73,-50.67,3.09E-03,0.20,4.22,195.59,6
472,300,-8.08E+01,1.07E+00,23.73,-50.67,3.58E-03,0.20,4.22,195.59,6
473,400,-6.85E+01,1.04E+00,23.73,-50.67,2.60E-03,0.20,4.22,195.59,6
474,300,-8.53E+01,1.27E+00,23.73,-50.67,4.23E-03,0.20,4.22,195.59,6
475,400,-7.29E+01,1.26E+00,23.73,-50.67,3.16E-03,0.20,4.22,195.59,6
476,300,-8.13E+01,7.75E-01,23.73,-50.67,2.58E-03,0.20,4.22,195.59,6
477,400,-6.91E+01,6.53E-01,23.73,-50.67,1.63E-03,0.20,4.22,195.59,6
478,300,-7.52E+01,6.54E-01,23.73,-50.67,2.18E-03,0.20,4.22,195.59,6
479,400,-6.16E+01,5.32E-01,23.73,-50.67,1.33E-03,0.20,4.22,195.59,6
480,700,8.02541,5.05E-05,23.73,-50.67,7.21E-08,0.20,4.22,598.91,3
481,1000,-20.1644,1.00E-03,23.73,-50.67,1.00E-06,0.20,4.22,598.91,3
482,300,32.5598,6.20E-05,23.73,-50.67,2.07E-07,0.20,4.22,598.91,3
483,400,9.29006,2.00E-05,23.73,-50.67,5.00E-08,0.20,4.22,598.91,3
484,700,-15.3459,3.29E-04,23.73,-50.67,4.70E-07,0.20,4.22,598.91,3
485,1000,-24.3591,2.11E-03,23.73,-50.67,2.11E-06,0.20,4.22,598.91,3
486,300,-13.1349,2.09E-05,23.73,-50.67,6.97E-08,0.20,4.22,598.91,3
487,400,-19.922,1.57E-04,23.73,-50.67,3.93E-07,0.20,4.22,598.91,3
488,700,-27.3305,1.60E-03,23.73,-50.67,2.29E-06,0.20,4.22,598.91,3
489,1000,-30.2012,4.47E-03,23.73,-50.67,4.47E-06,0.20,4.22,598.91,3
490,300,-55.6808,5.40E-08,23.73,-50.67,1.80E-10,0.20,4.22,555.64,8
491,400,-45.9919,1.14E-06,23.73,-50.67,2.85E-09,0.20,4.22,555.64,8
492,700,-30.1768,5.46E-05,23.73,-50.67,7.80E-08,0.20,4.22,555.64,8
493,1000,-19.4145,1.44E-04,23.73,-50.67,1.44E-07,0.20,4.22,555.64,8
494,300,-22.2738,2.69E-04,23.73,-50.67,8.97E-07,0.20,4.22,221.92,4
495,400,-22.7685,6.96E-04,23.73,-50.67,1.74E-06,0.20,4.22,221.92,4
496,700,-23.4352,2.39E-03,23.73,-50.67,3.41E-06,0.20,4.22,221.92,4
497,1000,-23.7587,4.43E-03,23.73,-50.67,4.43E-06,0.20,4.22,221.92,4
498,300,4.08735,7.05E-04,23.73,-50.67,2.35E-06,0.000184926,3.81187,1039.77,6
499,400,7.50989,3.13E-03,23.73,-50.67,7.83E-06,0.00080099,3.91172,1039.77,6
500,700,16.5599,2.68E-02,23.73,-50.67,3.84E-05,0.006030526,4.45197,1039.77,6
501,1000,23.9118,7.91E-02,23.73,-50.67,7.91E-05,0.014946413,5.29114,1039.77,6
502,300,3.34933,4.39E-04,23.73,-50.67,1.46E-06,0.000158231,2.77301,1039.77,6
503,400,5.48011,1.53E-03,23.73,-50.67,3.84E-06,0.00049533,3.09729,1039.77,6
504,700,13.9768,1.67E-02,23.73,-50.67,2.39E-05,0.004207081,3.97842,1039.77,6
505,1000,21.1078,5.35E-02,23.73,-50.67,5.35E-05,0.011602871,4.60973,1039.77,6
506,300,6.30124,1.39E-03,23.73,-50.67,4.63E-06,0.000654096,2.12496,1039.77,6
507,400,8.06322,2.93E-03,23.73,-50.67,7.33E-06,0.001234787,2.37444,1039.77,6
508,700,11.6892,1.01E-02,23.73,-50.67,1.44E-05,0.003449371,2.93114,1039.77,6
509,1000,14.6136,2.14E-02,23.73,-50.67,2.14E-05,0.006182272,3.45435,1039.77,6
510,300,138.814,2.32E-01,23.73,-50.67,7.74E-04,0.20,4.22,140.56,3
511,400,153.007,3.47E-01,23.73,-50.67,8.67E-04,0.035498382,9.76717,140.56,3
512,700,203.027,7.36E-01,23.73,-50.67,1.05E-03,0.073515711,10.0099,140.56,3
513,1000,265.993,1.28E+00,23.73,-50.67,1.28E-03,0.152467292,8.39186,140.56,3
514,300,-53.6,1.81E-02,23.73,-50.67,6.03E-05,0.004141796,4.37,187,2
515,400,-67.6,3.22E-02,23.73,-50.67,8.06E-05,0.008981679,3.59,187,2
516,700,-110.3,9.84E-02,23.73,-50.67,1.41E-04,0.039679604,2.48,187,2
517,1000,-167,2.09E-01,23.73,-50.67,2.09E-04,0.108941406,1.92,187,2
518,300,-42.4,2.90E-02,23.73,-50.67,9.67E-05,0.005849969,4.96,305,2
519,400,-57.16,6.01E-02,23.73,-50.67,1.50E-04,0.015454418,3.89,305,2
520,700,-98.3,1.58E-01,23.73,-50.67,2.25E-04,0.057941815,2.72,305,2
521,1000,-158,3.20E-01,23.73,-50.67,3.20E-04,0.149317383,2.14,305,2
522,300,-52.14,5.62E-02,23.73,-50.67,1.87E-04,0.005392806,10.42,240.63,4
523,400,-62.4,1.10E-01,23.73,-50.67,2.74E-04,0.012720218,8.62,240.63,4
524,700,-110,4.96E-01,23.73,-50.67,7.08E-04,0.100710366,4.92,240.63,4
525,1000,-164.9,1.06E+00,23.73,-50.67,1.06E-03,0.337735156,3.14,240.63,4
526,300,-167,1.19E-01,23.73,-50.67,3.98E-04,0.20,4.22,59.83,1
527,400,-188,3.19E-01,23.73,-50.67,7.98E-04,0.20,4.22,59.83,1
528,700,-251,4.81E-01,23.73,-50.67,6.87E-04,0.20,4.22,59.83,1
529,1000,-285,4.43E-01,23.73,-50.67,4.43E-04,0.20,4.22,59.83,1
530,300,-97.6,1.09E-01,23.73,-50.67,3.64E-04,0.018590979,5.88,59.83,1
531,400,-115,3.21E-01,23.73,-50.67,8.01E-04,0.060708962,5.28,59.83,1
532,700,-179,6.13E-01,23.73,-50.67,8.76E-04,0.160048392,3.83,59.83,1
533,1000,-221,6.16E-01,23.73,-50.67,6.16E-04,0.195461682,3.15,59.83,1
534,300,-53.7,1.41E-01,23.73,-50.67,4.70E-04,0.20,4.22,60,1
535,400,-64.7,3.14E-01,23.73,-50.67,7.84E-04,0.20,4.22,60,1
536,700,-113,7.50E-01,23.73,-50.67,1.07E-03,0.20,4.22,60,1
537,1000,-158,1.05E+00,23.73,-50.67,1.05E-03,0.20,4.22,60,1
538,300,-271.305,7.03E-02,23.73,-50.67,2.34E-04,0.011567378,6.0761,208.21,4
539,400,-295.891,4.17E-01,23.73,-50.67,1.04E-03,0.08031864,5.1951,208.21,4
540,700,-255.058,1.65E+00,23.73,-50.67,2.36E-03,0.362358717,4.5516,208.21,4
541,1000,-159.717,1.57E+00,23.73,-50.67,1.57E-03,0.243444308,6.4417,208.21,4
542,300,-177.319,8.17E-01,23.73,-50.67,2.72E-03,0.118473741,6.8928,208.21,4
543,400,-192.458,1.19E+00,23.73,-50.67,2.99E-03,0.203822375,5.8617,208.21,4
544,700,-211.295,2.45E+00,23.73,-50.67,3.50E-03,0.508510843,4.8184,208.21,4
545,1000,-172.594,2.61E+00,23.73,-50.67,2.61E-03,0.414473123,6.2917,208.21,4
546,300,-139.982,8.99E-01,23.73,-50.67,3.00E-03,0.121054378,7.4261,208.21,4
547,400,-158.575,1.38E+00,23.73,-50.67,3.46E-03,0.218564595,6.3283,208.21,4
548,700,-188.543,2.74E+00,23.73,-50.67,3.92E-03,0.539039134,5.085,208.21,4
549,1000,-174.312,3.16E+00,23.73,-50.67,3.16E-03,0.529517135,5.975,208.21,4
550,300,-96.2097,7.92E-01,23.73,-50.67,2.64E-03,0.113786134,6.9595,208.21,4
551,400,-110.94,1.24E+00,23.73,-50.67,3.11E-03,0.195021878,6.3783,208.21,4
552,700,-146.063,2.64E+00,23.73,-50.67,3.77E-03,0.50190418,5.2517,208.21,4
553,1000,-142.549,2.80E+00,23.73,-50.67,2.80E-03,0.509801867,5.4917,208.21,4
554,300,-353.714,1.19E-01,23.73,-50.67,3.98E-04,0.011778524,10.1428,226.87,4
555,400,-342.674,5.37E-01,23.73,-50.67,1.34E-03,0.064001427,8.395,226.87,4
556,700,-284.671,2.03E+00,23.73,-50.67,2.90E-03,0.338827093,5.9849,226.87,4
557,1000,-212.937,2.85E+00,23.73,-50.67,2.85E-03,0.42941353,6.6417,226.87,4
558,300,-170.876,8.00E-01,23.73,-50.67,2.67E-03,0.082668744,9.6761,226.87,4
559,400,-189.025,1.15E+00,23.73,-50.67,2.88E-03,0.140320851,8.2117,226.87,4
560,700,-228.446,2.71E+00,23.73,-50.67,3.87E-03,0.447571084,6.0517,226.87,4
561,1000,-210.789,3.66E+00,23.73,-50.67,3.66E-03,0.603500311,6.0617,226.87,4
562,300,-131.398,8.41E-01,23.73,-50.67,2.80E-03,0.083623065,10.0594,226.87,4
563,400,-148.254,1.27E+00,23.73,-50.67,3.18E-03,0.146507724,8.6783,226.87,4
564,700,-193.681,3.00E+00,23.73,-50.67,4.29E-03,0.465705367,6.4517,226.87,4
565,1000,-196.196,4.05E+00,23.73,-50.67,4.05E-03,0.651557074,6.2083,226.87,4
566,300,-78.184,5.44E-01,23.73,-50.67,1.81E-03,0.061376527,8.8594,226.87,4
567,400,-89.0283,8.70E-01,23.73,-50.67,2.18E-03,0.105970331,8.2117,226.87,4
568,700,-129.304,2.47E+00,23.73,-50.67,3.53E-03,0.370509064,6.6684,226.87,4
569,1000,-150.706,3.87E+00,23.73,-50.67,3.87E-03,0.620411774,6.2417,226.87,4
570,300,50.1234,1.64E-03,23.73,-50.67,5.48E-06,0.20,4.22,147.11,2
571,400,58.0016,3.28E-03,23.73,-50.67,8.20E-06,0.20,4.22,147.11,2
572,700,84.2826,1.73E-02,23.73,-50.67,2.47E-05,0.20,4.22,147.11,2
573,1000,118.607,5.40E-02,23.73,-50.67,5.40E-05,0.20,4.22,147.11,2
574,300,62.1344,2.84E-03,23.73,-50.67,9.47E-06,0.20,4.22,147.11,2
575,400,70.013,5.18E-03,23.73,-50.67,1.30E-05,0.20,4.22,147.11,2
576,700,88.58,2.19E-02,23.73,-50.67,3.12E-05,0.20,4.22,147.11,2
577,1000,123.896,8.04E-02,23.73,-50.67,8.04E-05,0.20,4.22,147.11,2
578,300,59.7107,1.79E-03,23.73,-50.67,5.98E-06,0.20,4.22,147.11,2
579,400,68.4692,4.85E-03,23.73,-50.67,1.21E-05,0.20,4.22,147.11,2
580,700,92.437,2.89E-02,23.73,-50.67,4.13E-05,0.20,4.22,147.11,2
581,1000,126.87,1.07E-01,23.73,-50.67,1.07E-04,0.20,4.22,147.11,2
582,300,65.3296,2.97E-03,23.73,-50.67,9.90E-06,0.20,4.22,147.11,2
583,400,73.0975,5.74E-03,23.73,-50.67,1.43E-05,0.20,4.22,147.11,2
584,700,95.0781,2.75E-02,23.73,-50.67,3.94E-05,0.20,4.22,147.11,2
585,1000,131.717,9.86E-02,23.73,-50.67,9.86E-05,0.20,4.22,147.11,2
586,300,21.5075,2.73E-02,23.73,-50.67,9.09E-05,0.014074574,1.9384,269.41,1
587,400,27.071,5.31E-02,23.73,-50.67,1.33E-04,0.025225214,2.1055,269.41,1
588,700,51.22,2.65E-01,23.73,-50.67,3.78E-04,0.098456051,2.6905,269.41,1
589,1000,69.9615,6.01E-01,23.73,-50.67,6.01E-04,0.188309984,3.1915,269.41,1
590,300,27.2882,3.24E-02,23.73,-50.67,1.08E-04,0.022591533,1.4323,816.76,3
591,400,30.9869,5.21E-02,23.73,-50.67,1.30E-04,0.032042529,1.6274,816.76,3
592,700,47.6766,1.81E-01,23.73,-50.67,2.59E-04,0.077021527,2.3532,816.76,3
593,1000,57.4673,3.43E-01,23.73,-50.67,3.43E-04,0.119165632,2.8822,816.76,3
594,300,22.6264,2.36E-02,23.73,-50.67,7.88E-05,0.015874132,1.4885,807.22,3
595,400,28.1894,4.72E-02,23.73,-50.67,1.18E-04,0.025493657,1.8524,807.22,3
596,700,45.2526,1.89E-01,23.73,-50.67,2.70E-04,0.068003082,2.775,807.22,3
597,1000,53.9242,3.52E-01,23.73,-50.67,3.52E-04,0.103044764,3.4165,807.22,3
598,300,8.26675,3.32E-03,23.73,-50.67,1.11E-05,0.001935215,1.7135,801.34,3
599,400,9.16846,6.57E-03,23.73,-50.67,1.64E-05,0.002820619,2.3304,801.34,3
600,700,20.8232,6.65E-02,23.73,-50.67,9.49E-05,0.015683881,4.2372,801.34,3
601,1000,33.2249,2.36E-01,23.73,-50.67,2.36E-04,0.039452953,5.9752,801.34,3
602,300,47.8006,8.24E-02,23.73,-50.67,2.75E-04,0.061143091,1.3479,853.58,6
603,400,61.5689,1.48E-01,23.73,-50.67,3.70E-04,0.103404799,1.4306,853.58,6
604,700,105.3,4.60E-01,23.73,-50.67,6.57E-04,0.256694711,1.7908,853.58,6
605,1000,132.993,8.12E-01,23.73,-50.67,8.12E-04,0.39819721,2.0386,853.58,6
606,300,-82.6524,5.53E-02,23.73,-50.67,1.84E-04,0.015401826,3.5909,213.57,4
607,400,-100.786,1.02E-01,23.73,-50.67,2.54E-04,0.032308362,3.1467,213.57,4
608,700,-119.707,2.01E-01,23.73,-50.67,2.87E-04,0.090646689,2.2145,213.57,4
609,1000,-96.0071,1.78E-01,23.73,-50.67,1.78E-04,0.096459952,1.8414,213.57,4
610,300,-49.1829,9.95E-03,23.73,-50.67,3.32E-05,0.20,4.22,215.14,4
611,400,-55.3822,1.90E-02,23.73,-50.67,4.76E-05,0.20,4.22,215.14,4
612,700,-59.9632,3.78E-02,23.73,-50.67,5.40E-05,0.20,4.22,215.14,4
613,1000,-80.4739,8.21E-02,23.73,-50.67,8.21E-05,0.20,4.22,215.14,4
614,300,-86.6384,1.27E-02,23.73,-50.67,4.23E-05,0.20,4.22,215.14,4
615,400,-91.2314,2.20E-02,23.73,-50.67,5.50E-05,0.20,4.22,215.14,4
616,700,-102.587,4.65E-02,23.73,-50.67,6.64E-05,0.20,4.22,215.14,4
617,1000,-107.567,6.57E-02,23.73,-50.67,6.57E-05,0.20,4.22,215.14,4
618,300,-102.175,3.63E-02,23.73,-50.67,1.21E-04,0.20,4.22,210.39,4
619,400,-105.968,6.01E-02,23.73,-50.67,1.50E-04,0.20,4.22,210.39,4
620,700,-146.796,1.91E-01,23.73,-50.67,2.73E-04,0.20,4.22,210.39,4
621,1000,-122.707,1.92E-01,23.73,-50.67,1.92E-04,0.20,4.22,210.39,4
622,300,-69.9028,3.17E-04,23.73,-50.67,1.06E-06,0.20,4.22,210.39,4
623,400,-70.9189,1.75E-03,23.73,-50.67,4.36E-06,0.20,4.22,210.39,4
624,700,-81.0778,6.86E-03,23.73,-50.67,9.80E-06,0.20,4.22,210.39,4
625,1000,-70.1149,7.65E-03,23.73,-50.67,7.65E-06,0.20,4.22,210.39,4
626,300,-93.0096,3.26E-02,23.73,-50.67,1.09E-04,0.20,4.22,212.03,4
627,400,-98.403,5.54E-02,23.73,-50.67,1.39E-04,0.20,4.22,212.03,4
628,700,-116.934,1.12E-01,23.73,-50.67,1.60E-04,0.20,4.22,212.03,4
629,1000,-88.437,7.60E-02,23.73,-50.67,7.60E-05,0.20,4.22,212.03,4
630,300,-274.285,5.07E-02,23.73,-50.67,1.69E-04,0.20,4.22,212.03,4
631,400,-266.152,5.40E-02,23.73,-50.67,1.35E-04,0.20,4.22,212.03,4
632,700,-277.092,8.88E-02,23.73,-50.67,1.27E-04,0.20,4.22,212.03,4
633,1000,-114.746,2.81E-02,23.73,-50.67,2.81E-05,0.20,4.22,212.03,4
634,300,-348.389,1.69E-02,23.73,-50.67,5.65E-05,0.20,4.22,212.03,4
635,400,-356.591,2.49E-02,23.73,-50.67,6.21E-05,0.20,4.22,212.03,4
636,700,-410.971,5.12E-02,23.73,-50.67,7.32E-05,0.20,4.22,212.03,4
637,1000,-234.678,3.18E-02,23.73,-50.67,3.18E-05,0.20,4.22,212.03,4
638,300,-283.848,1.10E-03,23.73,-50.67,3.67E-06,0.20,4.22,212.03,4
639,400,-281.694,1.38E-03,23.73,-50.67,3.45E-06,0.20,4.22,212.03,4
640,700,-255.18,2.19E-03,23.73,-50.67,3.13E-06,0.20,4.22,212.03,4
